Campaign_No,Campaign_ID,Campaign_Name,Brand,Agent_Status,Start date,Date,Channel,Region,Gender,Age,CTR (%),CPC (_),RoAS,Reach,Frequency (x),Conversion,CPA (_),Conversion Rate (%),Engagement Rate (%),Campaign_Ideation_Time (days),AB_Test_Completion (days),Creative_Refresh_Time (days),Budget_Reallocation_Time (hrs),Optimization_Response_Time (mins),Personalization_Deployment_Time (hrs),Alert_Type,Threshold_Triggered,Auto_Action_Taken,Approval_Status,Business_Impact (_/%),Alert_Timestamp,Pre_Agent_Value,Post_Agent_Value,Improvement (%),Industry_Avg,Vs_Industry (%),Agent_Automated (%),Auto_Optimizations_Today,Avg_Response_Time (mins),Competitor_Share_of_Voice (%),Competitor_Action_Flag,Sentiment_Score (-1 to +1),Top_Consumer_Keyword,Media_Spend (_),Cost_Per_Engagement (_),Drop_off_Cart (%),Bounce_Rate (%),Seasonality_Flag,Influencer_Collaboration_Flag,Regulatory_Risk_Flag,Crisis_Alert_Flag,Brand_Awareness_Lift (%),Net_Promoter_Score (NPS),Forecasted_Conversions (7d),Forecasted_RoAS (7d),Agent_Recommendation_Flag
Campign 2,CAMP0259,Monsoon Mania,Brand X X Core,Manual,2024-01-01,2024-09-15,Instagram,Tier-2,Male,53,4.02,40.98,1.8,95444,4.69,3878,1013.02,6.18,7.24,18,20,28,11.45,67,34.73,CTR Dip,RoAS < 1,Creative Refreshed,Auto-resolved,299269.7,2024-07-02 00:00:00,85.61,133.38,55.8,64.27,69.11,11.15,3,48,38.46153846,N,-0.19,NewLaunch,3807197.88,550.96,4.81,92.98,Regular,N,N,N,13.11,-13,52,1.8,Optimize
Campaign 22,CAMP0260,Winter Warmth,Brand X X Core,Manual,2024-01-01,2024-09-16,Google Ads,Tier-2,All,49,3.41,14.23,2.76,36160,5.7,3337,1205.16,12.45,2.05,28,7,22,2.2,107,36.08,Budget Cap,RoAS < 1,Creative Refreshed,Approved,244990.95,2024-03-21 00:00:00,70.42,140.31,99.25,77.76,62.55,15,3,31,42.30769231,N,-0.27,Savings,493300.99,665.47,10.61,85.23,Regular,N,Y,Y,12,-20,52,2.79,Optimize
Campaign 26,CAMP0261,Summer Splash,Brand X Classic,Manual,2024-01-01,2024-09-17,Facebook,Metro Cities,Male,26,3.41,25.76,1.87,95600,9.14,3220,630.73,2.61,18.55,4,14,19,23.24,26,4.69,RoAS Drop,RoAS < 1,Bid Reduced,Pending,486910.6,2024-06-08 00:00:00,43.99,94.07,113.84,31.73,62.34,15,3,28,47.69230769,N,-0.02,Premium,2894166.38,163.2,3.96,97.46,Off-season,N,N,N,13.11,-10,52,1.97,Optimize
Campaign 40,CAMP0262,Summer Splash,Brand X Herbal,Manual,2024-01-01,2024-09-18,Google Ads,Tier-3,Male,32,3.93,46.87,3.26,84326,2.53,1094,710.57,6.97,5.14,23,18,18,7.41,109,11.57,CTR Dip,CTR < 2%,Creative Refreshed,Pending,55395.72,2024-07-04 00:00:00,42.57,148.85,249.66,76.5,72.35,15,3,89,48.46153846,Y,-0.22,Festive,3403985.22,785.35,1.44,92.86,Holiday,N,N,Y,12.97,-25,53,3.12,Scale Up
Campaign 10,CAMP0263,Monsoon Mania,Brand X Organic,Manual,2024-01-01,2024-09-19,Instagram,Metro Cities,Male,27,3.5,28.43,1.03,44975,3.65,137,209.5,14.33,1.87,20,12,7,5.89,95,27.99,RoAS Drop,Budget > 80%,Creative Refreshed,Auto-resolved,368964.62,2024-09-28 00:00:00,72,143.58,99.42,63.05,80.53,15,1,32,39.23076923,Y,-0.27,Premium,1027947.61,1222.24,0.42,84.93,Festival,Y,N,Y,12.25,-33,156,1.12,Pause
Campaign 1,CAMP0264,Diwali Dhamaka,Brand X Herbal,Manual,2024-01-01,2024-09-20,LinkedIn,Tier-2,All,37,3.43,41.42,0.87,27131,3.49,4576,1299.86,12.51,6.36,5,9,25,20.4,117,30.06,Conversion Slowdown,Conv < 100,Bid Reduced,Pending,403087.89,2024-09-07 00:00:00,97.37,134.57,38.2,60.89,73.68,15,3,55,35.38461538,Y,-0.2,NewLaunch,1006033.64,583.03,21.26,85.31,Holiday,N,N,N,11.67,-12,54,0.91,Pause
Campaign 16,CAMP0265,Winter Warmth,Brand X Organic,Agent,2024-01-01,2024-09-21,YouTube,Tier-3,Male,37,5.85,15.51227679,4.554285714,202632.2857,9.44,2537.714286,634.196875,9.355428571,12.99371429,3,7.142857143,10.42410714,7.191294643,63.90625,13.04866071,RoAS Drop,RoAS < 1,Paused,Approved,323248.3206,2024-01-17 00:00:00,2.846428571,4.554285714,60,81.49,49.52,70,20,38.77232143,60.24076923,N,0.17,Digital,1444063.54,255.58,0.77,29.28,Holiday,Y,Y,N,20.41371429,19.74761905,326,3.59,Scale Up
Campaign 4,CAMP0266,Winter Warmth,Brand X Herbal,Agent,2024-01-01,2024-09-22,LinkedIn,Pan-India,Male,18,7.75,19.59017857,4.93,78125.6381,7.99,4354,631.4485119,12.7832381,19.55,8.303571429,7,12.17261905,7.12,53.60119048,11.06279762,Conversion Slowdown,CTR < 2%,Budget Increased,Pending,459212.52,2024-03-03 00:00:00,2.828571429,4.93,74.29,84.51,45.02766667,70,9,41.72619048,61.01,Y,0.01,Festive,635996.99,100.26,18.18,29.24,Off-season,N,N,N,19.22133333,19.74761905,576,5.17,Scale Up
Campaign 32,CAMP0267,Diwali Dhamaka,Brand X Premium,Manual,2024-01-01,2024-09-23,Facebook,Pan-India,All,49,0.55,14.75,0.61,58224,3.68,1103,865.78,13.01,15.94,25,5,12,16.54,40,46.97,CTR Dip,Budget > 80%,Paused,Auto-resolved,136113.08,2024-04-23 00:00:00,36.71,128.34,249.61,62.73,65.61,15,3,36,47.69230769,N,-0.06,Premium,769790.02,82.94,2.82,87.9,Off-season,N,N,N,12.54,2,54,0.63,Pause
Campaign 15,CAMP0268,Monsoon Mania,Brand X Premium,Agent,2024-01-01,2024-09-24,Google Ads,Tier-3,Female,30,9.43,15.31572581,4.7,116736.671,7.76,4130.941935,433.21,11.26812903,15.49832258,11.08870968,8.286290323,7,7.18125,56.59274194,14.17923387,RoAS Drop,Conv < 100,Paused,Approved,368828.5817,2024-02-18 00:00:00,2.398064516,4.7,95.99,76.27,50.15106452,70,6,9,67.16384615,N,0.13,Premium,2075254.8,433.21,0.33,29.2,Off-season,N,N,N,19.52,19.74761905,565,4.7,Scale Up
Campaign 12,CAMP0269,Monsoon Mania,Brand X Herbal,Agent,2024-01-01,2024-09-25,Google Ads,Metro Cities,All,25,4.497142857,14.27098214,5.269142857,136087.0857,9.11,3569.371429,640.2578125,11.48285714,16.69885714,10,8.058035714,11.18303571,7.727455357,47,15.0296875,Conversion Slowdown,CTR < 2%,Paused,Auto-resolved,312703.0103,2024-02-29 00:00:00,3.293214286,5.269142857,60,62.47,53.88267857,70,18,38.48214286,60.24076923,N,0.22,Discount,2617850.92,376.7,3.34,29.2,Holiday,N,N,N,20.268,19.74761905,726,0.51,Pause
Campaign 27,CAMP0270,Summer Splash,Brand X Classic,Manual,2024-01-01,2024-09-26,YouTube,Tier-2,Female,22,4.38,25.5,0.68,62890,7.03,993,1865.88,4.65,15.31,16,10,24,22.3,39,4.04,CTR Dip,Conv < 100,Paused,Pending,59458.63,2024-02-02 00:00:00,43.37,133.53,207.89,72.11,61.42,15,0,57,48.46153846,N,-0.07,Savings,1327329.72,137.85,1.89,95.13,Regular,Y,Y,N,12.63,-22,54,0.7,Pause
Campaign 43,CAMP0271,Diwali Dhamaka,Brand X Premium,Manual,2024-01-01,2024-09-27,LinkedIn,Tier-3,Male,18,2.01,7.19,1.2,36501,7.52,3747,681.76,6.22,13.09,22,14,27,6.95,104,34.48,Conversion Slowdown,CTR < 2%,Creative Refreshed,Auto-resolved,334201.4,2024-08-15 00:00:00,5.17,112.63,2078.53,63.91,48.72,15,3,45,43.84615385,Y,-0.1,Festive,244722.96,51.22,13.25,92.83,Holiday,N,N,N,12.01,-16,55,1.15,Pause
Campaign 43,CAMP0272,Monsoon Mania,Brand X Classic,Manual,2024-01-01,2024-09-28,YouTube,Metro Cities,Female,27,1.83,22.98,1.88,52514,6.25,475,464.38,7.37,14.31,9,9,17,6.68,32,16.76,Conversion Slowdown,Conv < 100,Bid Reduced,Pending,299551.47,2024-06-28 00:00:00,13.59,68.79,406.18,89.34,-20.55,15,3,15,37.69230769,N,-0.09,Discount,1101781.97,146.62,1.33,93.07,Off-season,N,N,N,12.42,-2,55,2.01,Optimize
Campaign 5,CAMP0273,Festive Fiesta,Brand X Premium,Manual,2024-01-01,2024-09-29,Facebook,Tier-3,All,25,2.3,17.03,3.38,51680,4.94,1445,1335.73,8.45,9.49,20,20,20,22.54,150,21.6,Conversion Slowdown,Budget > 80%,Paused,Auto-resolved,189023.27,2024-03-03 00:00:00,75.5,143.97,90.69,57.75,86.22,15,3,65,24.61538462,Y,-0.16,Digital,899529.06,183.41,3.89,91.37,Holiday,N,N,N,12.41,-33,55,3.26,Scale Up
Campaign 21,CAMP0274,Winter Warmth,Brand X X Core,Manual,2024-01-01,2024-09-30,LinkedIn,Tier-3,All,51,3.1,8.71,3.14,96437,6.05,3461,851.11,1.16,3.85,24,17,11,13.57,172,11.79,Budget Cap,RoAS < 1,Budget Increased,Pending,125841.1,2024-09-08 00:00:00,57.94,100.19,72.92,38.29,61.9,15,3,4,41.53846154,Y,-0.24,Savings,917383.03,247.08,4.9,98.77,Off-season,N,N,Y,13.12,-40,55,3.18,Scale Up
Campaign 2,CAMP0275,Summer Splash,Brand X X Core,Manual,2024-01-01,2024-10-01,LinkedIn,Tier-2,All,24,3.31,7.9,4.45,78941,8.89,1604,690.62,8.65,15.15,18,10,27,7.22,88,30.73,RoAS Drop,Conv < 100,Creative Refreshed,Pending,284164.08,2024-05-01 00:00:00,19.13,143.89,652.17,40.64,103.25,15,3,87,38.46153846,Y,-0.07,Festive,631835.04,52.83,2.59,91.65,Off-season,N,N,N,12.89,-14,55,4.52,Scale Up
Campaign 45,CAMP0276,Diwali Dhamaka,Brand X Herbal,Manual,2024-01-01,2024-10-02,Facebook,Pan-India,Male,33,2.42,38.49,0.83,66901,8.41,2177,1510.71,13.39,6.29,9,9,30,1.06,173,46.18,RoAS Drop,RoAS < 1,Paused,Approved,17223.52,2024-12-07 00:00:00,19.74,58.89,198.33,65,-6.11,15,3,1,33.07692308,N,-0.21,Premium,3018979.62,717.43,4.45,84.45,Festival,N,Y,Y,12.7,-13,56,0.86,Pause
Campaign 28,CAMP0277,Summer Splash,Brand X Organic,Manual,2024-01-01,2024-10-03,Google Ads,Pan-India,Female,31,2.19,49.72,1.56,51109,9.01,2308,530.38,7.93,12.89,15,8,12,1.9,73,3.43,Budget Cap,CTR < 2%,Paused,Approved,370415.45,2024-04-15 00:00:00,26.72,116.21,334.92,82.49,33.72,15,3,58,31.53846154,N,-0.11,Festive,3000010.97,455.38,5.03,92.51,Regular,N,N,N,12.39,-11,56,1.49,Optimize
Campaign 1,CAMP0278,Monsoon Mania,Brand X X Core,Agent,2024-01-01,2024-10-04,Google Ads,Pan-India,Female,24,4.366,3.97,4.361333333,82491.86667,3.96,3988.533333,578.3388021,13.44933333,16.24533333,9.635416667,8.072916667,9.6875,7.930989583,54.140625,15.57578125,Budget Cap,Budget > 80%,Paused,Pending,390622.1407,2024-07-05 00:00:00,2.725833333,4.361333333,60,58.86,47.18025,88.45,18,35.390625,45.62538462,Y,0.06,Premium,34998.81,86.21,31.69,29.19,Off-season,N,Y,Y,19.43133333,19.74761905,1025,3.32,Scale Up
Campaign 11,CAMP0279,Monsoon Mania,Brand X Premium,Agent,2024-01-01,2024-10-05,Instagram,Pan-India,All,48,8.41,5.37,4.22,119368.7111,7.39,4395.2,639.9871528,12.424,17.73,8.819444444,8.020833333,10,5.62,65.52083333,14.48263889,Budget Cap,RoAS < 1,Creative Refreshed,Approved,282491.3004,2024-10-12 00:00:00,2.105555556,4.22,100.42,32.34,115.08,73.82,17,39.79166667,44.08692308,N,0.15,Savings,342946.01,33.65,4.13,29.17,Festival,Y,Y,N,19.43644444,19.74761905,963,4.14,Scale Up
Campaign 5,CAMP0280,Festive Fiesta,Brand X Premium,Agent,2024-01-01,2024-10-06,Google Ads,Tier-2,All,19,4.08128,7.16,4.96,188213.888,4.14,3352,247.47,9.48544,17.27,1,7.025,9.6,6.3395,11,15.83225,RoAS Drop,Budget > 80%,Paused,Pending,314006.1446,2024-04-10 00:00:00,2.7608,4.96,79.66,65.43,44.1506,70,6,40.15,57.93307692,N,0.22,Premium,222328.27,45.42,11.72,29.14,Regular,N,N,N,20.16896,19.74761905,538,5.16,Scale Up
Campaign 31,CAMP0281,Winter Warmth,Brand X X Core,Manual,2024-01-01,2024-10-07,YouTube,Metro Cities,All,50,3.73,27.69,1.02,37746,5.68,4883,1474.92,8.82,12.64,10,12,28,19.44,38,27.83,Fatigue Detected,RoAS < 1,Budget Increased,Pending,163895.69,2024-07-29 00:00:00,19.58,59.38,203.27,84.43,-25.05,15,3,48,35.38461538,Y,-0.11,Digital,1209475.29,253.5,15.27,89.46,Off-season,N,N,N,12.05,3,57,1.01,Pause
Campaign 22,CAMP0282,Diwali Dhamaka,Brand X X Core,Agent,2024-01-01,2024-10-08,Facebook,Tier-3,All,46,4.13,8.12,4.858666667,131746.2667,9.51,3694.4,336.87,10.65,15.448,6,6.744791667,9.921875,8.544791667,65.234375,7.47,Conversion Slowdown,CTR < 2%,Creative Refreshed,Approved,370663.11,2024-03-13 00:00:00,3.036666667,4.858666667,60,44.12,45.56933333,70,8,43.30729167,55.62538462,N,0.08,NewLaunch,139753.34,83.52,25.38,29.11,Regular,N,N,N,19.84666667,19.74761905,546,1.91,Optimize
Campaign 15,CAMP0283,Summer Splash,Brand X Organic,Manual,2024-01-01,2024-10-09,Google Ads,Tier-2,All,43,3.86,6.6,1.93,11364,7.68,1516,1152.74,14.67,10.16,19,14,20,9.59,83,32.71,Conversion Slowdown,Conv < 100,Budget Increased,Approved,168086.53,2024-05-30 00:00:00,32.6,78.45,140.64,78.08,0.37,15,3,19,32.30769231,N,-0.15,Premium,75916.62,65.75,14.96,87.42,Regular,N,N,N,10.67,-26,58,1.84,Optimize
Campaign 21,CAMP0284,Winter Warmth,Brand X X Core,Manual,2024-01-01,2024-10-10,LinkedIn,Pan-India,Male,21,3.58,37.67,1.44,24210,8.58,2083,1200.96,2.58,12.27,8,11,7,19.09,148,24.74,Conversion Slowdown,CTR < 2%,Creative Refreshed,Pending,482981.16,2024-10-15 00:00:00,57.74,67.45,16.82,69.77,-2.32,15,3,44,43.07692308,Y,-0.12,Digital,881265.48,296.67,9.7,97.44,Holiday,N,N,N,11.54,-32,58,1.55,Pause
Campaign 21,CAMP0285,Monsoon Mania,Brand X Herbal,Manual,2024-01-01,2024-10-11,Facebook,Pan-India,Female,25,2.64,22.32,1.96,45991,1.46,2746,510.91,0.81,17.41,30,18,11,5.1,72,37.75,RoAS Drop,Conv < 100,Creative Refreshed,Auto-resolved,165735.31,2024-11-19 00:00:00,37.36,146.43,291.94,80.63,65.8,15,3,42,40,N,-0.04,NewLaunch,1170386.56,146.17,7.62,99.12,Festival,N,N,N,12.27,-18,59,2.15,Optimize
Campaign 32,CAMP0286,Winter Warmth,Brand X Organic,Manual,2024-01-01,2024-10-12,Google Ads,Tier-2,Male,37,2.58,3.92,2.66,38427,2.29,4285,1236.42,11.48,7.56,15,12,27,10.94,153,18.82,Budget Cap,RoAS < 1,Budget Increased,Pending,218979.93,2024-03-31 00:00:00,90.56,99.14,9.47,53.77,45.37,15,3,34,48.46153846,N,-0.19,Savings,134347.45,46.25,13.39,88,Regular,N,N,N,12.07,-30,59,2.81,Optimize
Campaign 11,CAMP0287,Summer Splash,Brand X X Core,Agent,2024-01-01,2024-10-13,YouTube,Tier-3,All,43,4.68,17.45875,3.66848,76420.224,4.97,3979,683.95725,10.41536,13.64224,4,8.55,10.675,7.49025,63,12.1955,CTR Dip,RoAS < 1,Budget Increased,Approved,437737.0099,2024-03-04 00:00:00,2.2928,3.66848,60,82.45,60.684,70,5,38.65,58.70230769,N,0.2,Savings,1493662.63,1138.96,11.24,29.09,Holiday,Y,N,Y,19.15648,19.74761905,1018,2.88,Optimize
Campaign 48,CAMP0288,Winter Warmth,Brand X Premium,Manual,2024-01-01,2024-10-14,Instagram,Tier-2,Male,48,3.1,4.87,3.35,3900,6.25,58,1115.44,0.29,18.13,16,15,19,14.56,53,14.73,CTR Dip,CTR < 2%,Creative Refreshed,Auto-resolved,339318.23,2024-06-21 00:00:00,16.41,56.6,244.91,35.65,20.95,15,3,95,51.53846154,Y,-0.03,Festive,18025.16,25.49,2.01,99.67,Regular,Y,N,N,9.45,-3,65,3.24,Scale Up
Campaign 5,CAMP0289,Monsoon Mania,Brand X X Core,Manual,2024-01-01,2024-10-15,Instagram,Tier-3,All,29,1.21,7.35,2.42,71187,7.58,675,1331.68,1.25,15.18,24,14,30,18.41,176,46.12,Conversion Slowdown,Conv < 100,Budget Increased,Pending,154430.88,2024-02-14 00:00:00,7.32,81.09,1007.79,32.34,48.75,15,3,31,28.46153846,N,-0.07,Digital,466787.96,43.2,1.34,98.57,Holiday,Y,N,N,12.77,0,59,2.47,Optimize
Campaign 3,CAMP0290,Winter Warmth,Brand X Herbal,Agent,2024-01-01,2024-10-16,Facebook,Tier-2,Male,33,5.07328,16.121,4.40448,114693.248,6.48,4147.712,614.77725,14.87,17.3888,9.4,5,9,8.6795,55.925,18.69675,RoAS Drop,CTR < 2%,Creative Refreshed,Pending,464329.4675,2024-06-22 00:00:00,2.7528,4.40448,60,40.71,54.79,70,7,36.325,49.34333333,Y,0.15,Digital,4630378.28,292.88,1.96,29.07,Off-season,N,N,N,19.90848,19.74761905,543,3.89,Scale Up
Campaign 27,CAMP0291,Diwali Dhamaka,Brand X Herbal,Agent,2024-01-01,2024-10-17,YouTube,Metro Cities,All,52,7.37,16.16008065,3.856516129,111906.4774,9.07,3733.316129,741.25,12.10374194,14.1403871,11.08870968,7.217741935,10,8.92358871,57.94354839,16.66129032,Conversion Slowdown,Budget > 80%,Paused,Approved,351418.83,2024-08-07 00:00:00,2.410322581,3.856516129,60,46.59,102.85,80.8,5,41.99596774,76.84333333,N,0.22,Discount,63580.93,644.58,6.78,29.07,Off-season,Y,N,Y,19.52103226,19.74761905,419,3.62,Scale Up
Campaign 36,CAMP0292,Winter Warmth,Brand X Premium,Agent,2024-01-01,2024-10-18,YouTube,Pan-India,Female,34,9.44,14.04401042,3.962666667,123558.1333,8.61,3478.533333,487.98,11.95,14.03333333,9,7.734375,10.49479167,8.39375,68.125,15.196875,Fatigue Detected,CTR < 2%,Bid Reduced,Auto-resolved,481888.55,2024-10-23 00:00:00,2.476666667,3.962666667,60,55.73,56.1145,83.19,13,43.72395833,67.93307692,N,0.2,Discount,1104060.91,136.81,4.61,29.05,Holiday,Y,N,N,19.118,19.74761905,834,1.79,Optimize
Campaign 26,CAMP0293,Diwali Dhamaka,Brand X Organic,Manual,2024-01-01,2024-10-19,YouTube,Metro Cities,All,46,3.32,13.55,1.78,44521,8.55,1178,1895.36,10.46,13.69,22,15,20,6.07,127,27.8,CTR Dip,Conv < 100,Bid Reduced,Approved,306668.37,2024-06-07 00:00:00,60.05,112.66,87.61,57.6,55.06,15,3,96,49.23076923,N,-0.09,NewLaunch,703025.34,115.35,3.28,89.8,Off-season,Y,N,N,12.24,-12,60,1.82,Optimize
Campaign 4,CAMP0294,Winter Warmth,Brand X Premium,Agent,2024-01-01,2024-10-20,Google Ads,Tier-2,All,25,9.54,12.58,4.41728,188213.888,8.38,3352,212.44,9.48544,11.4912,10.75,7.025,9.6,6.3395,51.775,15.83225,CTR Dip,CTR < 2%,Creative Refreshed,Approved,482190.14,2024-06-08 00:00:00,2.7608,4.41728,60,54.88,44.1506,70,11,40.15,63.51,Y,0.22,NewLaunch,994649.8,904.72,3.7,29.05,Off-season,N,N,Y,20.16896,19.74761905,932,2.73,Optimize
Campaign 38,CAMP0295,Monsoon Mania,Brand X X Core,Manual,2024-01-01,2024-10-21,Instagram,Metro Cities,All,45,2.27,30.98,3.28,41153,3.69,1339,817.62,3.4,3.56,26,18,7,17.68,106,27.04,CTR Dip,CTR < 2%,Creative Refreshed,Auto-resolved,483467.18,2024-04-22 00:00:00,46.38,77.2,66.45,41.79,35.41,15,3,117,45.38461538,N,-0.25,Discount,1401511.19,956.63,4.75,97.07,Off-season,Y,N,Y,12.15,-23,60,3.13,Scale Up
Campaign 26,CAMP0296,Festive Fiesta,Brand X Premium,Agent,2024-01-01,2024-10-22,YouTube,Tier-3,Female,27,7.92,15.18649194,4.140387097,100809.3419,5.86,4181.780645,647.4788306,14.76,18.36,8.810483871,7.157258065,11.31048387,7.248790323,24,16.39133065,Conversion Slowdown,Conv < 100,Budget Increased,Auto-resolved,447974.09,2024-10-10 00:00:00,2.587741935,4.140387097,60,32.42,70.43,70,6,43.9516129,62.54846154,N,0.08,NewLaunch,2175874.59,175.34,5.09,29.05,Regular,N,N,N,19.43122581,19.74761905,642,2.15,Optimize
Campaign 48,CAMP0297,Festive Fiesta,Brand X Organic,Manual,2024-01-01,2024-10-23,LinkedIn,Tier-2,Male,19,4.21,46.54,3.29,12473,6.75,1770,1328.77,3,1.41,6,18,10,5.79,65,39.07,Fatigue Detected,Conv < 100,Budget Increased,Approved,196551.36,2024-09-10 00:00:00,32.15,51.8,61.12,43.35,8.45,15,3,104,33.07692308,N,-0.28,Premium,521878.56,2967.42,17.6,96.89,Holiday,N,N,Y,10.78,-16,61,3.22,Scale Up
Campaign 19,CAMP0298,Diwali Dhamaka,Brand X Classic,Manual,2024-01-01,2024-10-24,Google Ads,Tier-3,All,29,3.96,18.97,3.73,45786,9.17,3350,1404.54,13.82,16.22,3,16,7,8.87,143,38.33,Conversion Slowdown,CTR < 2%,Creative Refreshed,Pending,465585.41,2024-10-07 00:00:00,17.08,56.22,229.16,33.82,22.4,15,3,49,42.30769231,N,-0.06,Discount,975339.72,131.33,8.4,85.8,Festival,N,N,N,12.27,3,61,3.7,Scale Up
Campaign 29,CAMP0299,Diwali Dhamaka,Brand X Premium,Agent,2024-01-01,2024-10-25,LinkedIn,Metro Cities,All,27,7.21,13.35,4.234666667,104513.5111,5.07,4897,222.35,12.05,17.43377778,9,6.805555556,10.03472222,6.741666667,69.96527778,1.96,CTR Dip,Conv < 100,Paused,Pending,371227.8907,2024-08-31 00:00:00,2.646666667,4.234666667,60,53.25,71.92,85.22,5,12,51.77923077,N,0.21,Digital,373226.85,255.71,21.52,29.04,Festival,N,N,Y,19.74666667,19.74761905,1097,1.12,Pause
Campaign 29,CAMP0300,Festive Fiesta,Brand X Organic,Manual,2024-01-01,2024-10-26,LinkedIn,Pan-India,All,33,2.87,3.1,4.83,53310,1.74,162,527.44,3.71,10.91,14,7,14,4.24,116,26.86,CTR Dip,CTR < 2%,Paused,Auto-resolved,180636.01,2024-02-05 00:00:00,81.22,137.65,69.48,34.04,103.61,15,3,19,39.23076923,N,-0.14,Premium,157735.41,27.12,0.35,96.19,Holiday,N,N,N,12.44,-16,194,4.77,Scale Up
Campaign 19,CAMP0301,Monsoon Mania,Brand X Classic,Agent,2024-01-01,2024-10-27,Facebook,Tier-2,All,28,9.88,15.22875,4.0512,90599.04,1.13,4806,656.3746875,10.4056,16.6568,3,6.28125,11.4375,8.7971875,47.75,12.9484375,Fatigue Detected,RoAS < 1,Bid Reduced,Auto-resolved,339149.1224,2024-08-22 00:00:00,2.532,4.0512,60,64.29,47.8569,76.67,13,26,48.51,N,0.26,NewLaunch,2808443.12,4080.46,7.73,29.03,Regular,N,N,Y,19.3248,19.74761905,846,3.53,Scale Up
Campaign 1,CAMP0302,Monsoon Mania,Brand X Organic,Manual,2024-01-01,2024-10-28,Google Ads,Tier-3,All,50,3.96,38.59,4.71,19690,3.95,747,456.03,12.93,6.29,15,6,7,12.13,165,2.09,Fatigue Detected,Conv < 100,Creative Refreshed,Approved,51705.95,2024-02-05 00:00:00,62.17,73.88,18.84,45.45,28.43,15,3,115,36.92307692,N,-0.21,Savings,884645.82,714.29,5.22,86.22,Off-season,N,Y,Y,11.3,-19,62,4.58,Scale Up
Campaign 23,CAMP0303,Winter Warmth,Brand X Organic,Manual,2024-01-01,2024-10-29,LinkedIn,Metro Cities,Male,52,1.06,10.25,2.4,43348,6.23,1289,305.06,5.01,6.21,6,20,25,5.25,92,2.42,Budget Cap,Conv < 100,Budget Increased,Auto-resolved,185675.03,2024-04-28 00:00:00,33.98,133.35,292.44,53.58,79.77,15,3,88,29.23076923,N,-0.21,Festive,526480.23,195.58,3.62,95.13,Off-season,N,Y,Y,12.21,-6,62,2.39,Optimize
Campaign 37,CAMP0304,Diwali Dhamaka,Brand X Classic,Manual,2024-01-01,2024-10-30,Google Ads,Tier-2,All,30,1.03,48.39,4.54,49655,3.69,1835,164.91,8.72,11.83,16,11,27,2.66,9,35.89,CTR Dip,CTR < 2%,Creative Refreshed,Pending,137629.6,2024-06-14 00:00:00,44.13,118.72,169.02,32.34,86.38,15,3,44,30.76923077,Y,-0.12,Discount,2333522.66,397.25,5.32,90.06,Regular,N,N,N,12.36,-13,63,4.58,Scale Up
Campaign 48,CAMP0305,Monsoon Mania,Brand X Premium,Agent,2024-01-01,2024-10-31,YouTube,Pan-India,Female,48,3.995333333,14.04401042,4.05,123558.1333,9.69,3766,653.5765625,11.34,14.03333333,11,6,9,8.39375,13,9.36,CTR Dip,Budget > 80%,Budget Increased,Auto-resolved,495615.7,2024-12-16 00:00:00,2.476666667,4.05,63.53,68.94,56.1145,88.07,11,43.72395833,55.62538462,N,0.07,Savings,1371033.65,206.82,6.28,29.03,Festival,Y,N,N,19.118,19.74761905,733,4.3,Scale Up
Campaign 10,CAMP0306,Summer Splash,Brand X Classic,Manual,2024-01-01,2024-11-01,Facebook,Tier-2,Male,48,2.73,28,3.74,50976,9.33,2993,1561.28,0.78,1.49,18,6,25,1.11,154,39.4,RoAS Drop,CTR < 2%,Bid Reduced,Auto-resolved,129122.96,2024-11-07 00:00:00,43.39,61.74,42.29,71.91,-10.17,15,3,67,43.84615385,N,-0.28,NewLaunch,1499641.37,1974.4,8.73,99.15,Holiday,N,N,Y,12.39,-16,63,4.09,Scale Up
Campaign 3,CAMP0307,Winter Warmth,Brand X Premium,Manual,2024-01-01,2024-11-02,Instagram,Pan-India,All,36,3.56,2.84,1.82,53045,8.3,2046,1557.87,10.37,1.1,2,9,15,13.71,28,32.39,Fatigue Detected,Budget > 80%,Bid Reduced,Pending,323077.33,2024-04-20 00:00:00,41.38,132.46,220.11,86.94,45.52,15,3,63,23.84615385,Y,-0.28,Digital,161782.07,277.26,5.71,88.8,Holiday,Y,N,Y,12.44,-16,63,1.98,Optimize
Campaign 20,CAMP0308,Winter Warmth,Brand X Organic,Manual,2024-01-01,2024-11-03,LinkedIn,Metro Cities,All,36,3.2,9.7,2.36,40595,8.11,83,1888.82,12.54,1.47,26,7,25,8.85,99,29.02,Budget Cap,CTR < 2%,Paused,Approved,257895.44,2024-06-27 00:00:00,35.36,108.88,207.92,74.99,33.89,11,3,79,39.23076923,N,-0.28,Festive,334775.36,561,0.29,87.16,Regular,N,N,Y,12.13,-19,94,2.41,Optimize
Campaign 48,CAMP0309,Festive Fiesta,Brand X Premium,Manual,2024-01-01,2024-11-04,Facebook,Tier-3,Male,24,3.81,29.42,3.86,59547,8.15,1506,584.05,3.72,6.1,9,5,7,16.17,157,19.57,Budget Cap,CTR < 2%,Paused,Pending,450733.63,2024-12-22 00:00:00,45.95,75.53,64.37,80.8,-5.27,15,3,1,53.84615385,N,-0.21,Savings,1952625.47,537.56,3.73,96.93,Off-season,N,N,Y,12.57,-37,63,3.93,Scale Up
